type,link,coordinates,category,name,count,address,price
Point,http://www.dianping.com/newhotel/19717653,"[116.56881588256466, 40.43310967948417]",经济型,慕田峪长城鱼师傅乡村酒店,89,北京市怀柔区渤海镇苇店村(慕田峪长城下3公里处，近怀黄路),258
